,FeatureIdx,Count_Fibroblast(EdUScreen),Count_EdUPositive(EdUScreen),RatioEduPositive(EdUScreen),Mean_Mean_Cytoplasm_Intensity_IntegratedIntensity_CorrSMA,Mean_Macrophage_count,Nuclei_Count(aSMA),Cell_Count(aSMA)
25,53,9.7,5.8,0.6506741285030758,163.139130676503,22.714285714285715,11.0,10.473684210526317
26,54,7.85,6.55,1.0039610389610392,193.92630623355262,20.142857142857142,8.0,9.210526315789474
27,55,10.0,5.1,0.5683060526075232,179.57842095207292,26.125,9.0,9.631578947368421
28,56,7.833333333333332,4.055555555555555,0.5410854577521245,176.0662836178978,22.5,7.0,8.421052631578947
29,57,9.473684210526317,4.315789473684212,0.5013183496929627,174.57063985319542,19.0,9.0,9.157894736842103
30,58,11.1,10.25,2.2378683734566085,162.62036613808425,24.714285714285715,8.0,8.578947368421053
31,59,7.45,4.9,0.6978012265512266,164.7194674965204,23.75,9.0,9.789473684210526
32,60,10.631578947368421,8.315789473684209,0.8551423559693074,186.93392424816918,19.625,8.0,8.842105263157897
33,61,9.5,4.9,0.5563050144300143,208.49991787046253,23.25,7.0,6.789473684210527
34,62,10.25,5.6,0.5966549953314658,184.68752776569286,24.0,8.5,7.666666666666668
35,63,10.45,6.05,0.5984433621933621,192.30547654675945,29.125,7.0,7.578947368421053
36,64,11.25,8.0,0.7607125350140056,188.14689020136268,26.0,7.5,7.277777777777778
37,65,11.117647058823529,5.764705882352941,0.5447012138188609,184.1202180316879,23.714285714285715,8.0,8.722222222222221
38,76,9.75,5.55,0.5888436563436564,172.2030145558155,27.0,8.0,8.210526315789473
39,77,10.631578947368421,6.105263157894738,0.6234632055432121,224.94338946258338,24.625,8.0,8.421052631578947
40,78,9.45,6.05,0.6898911103516367,190.97755061184344,20.75,10.0,9.263157894736842
41,79,11.35,5.2,0.4970510045510045,186.75990460084128,16.5,9.5,9.944444444444443
42,80,10.631578947368421,6.157894736842105,0.5873471557682086,187.74510157980058,24.125,7.0,8.555555555555555
43,81,8.8,4.65,0.6501678876678877,186.2863278951565,23.25,8.0,8.38888888888889
44,82,9.157894736842103,5.894736842105262,0.7382936507936508,188.98784396691207,23.25,8.0,9.235294117647056
45,83,8.947368421052632,5.7368421052631575,0.6799814220866853,193.854184720095,19.25,7.0,7.63157894736842
46,85,9.35,5.2,0.6365213952713952,156.4250914243305,28.714285714285715,10.0,10.210526315789474
47,86,8.6,5.6,0.7629761904761905,173.2619027453598,25.125,11.0,9.736842105263158
48,87,7.842105263157895,4.7368421052631575,0.9072562786551708,172.7373921078933,24.125,8.0,9.157894736842103
49,88,8.7,5.3,0.6680016633693103,169.71600316718119,25.5,8.0,9.894736842105264
50,89,9.368421052631579,5.526315789473684,0.6394712786353655,187.86515549470212,31.5,8.0,8.105263157894736
51,90,9.15,5.55,0.6625108225108225,194.4712328778496,26.625,7.0,7.36842105263158
52,91,8.25,5.1,0.7175162337662337,181.55888607343442,28.75,8.0,7.9444444444444455
53,92,9.35,6.6,0.8663223786017905,153.79714279717692,24.5,8.0,8.526315789473685
54,93,9.631578947368421,6.052631578947367,0.7201058358566098,186.16320118855327,27.125,9.0,9.105263157894736
55,96,8.25,4.65,0.6641603535353535,181.98908611246284,26.625,7.0,7.578947368421053
56,97,11.0,4.85,0.4958877274686098,179.38599780177606,25.375,8.0,8.15
57,98,9.5,5.222222222222221,0.5767312933979601,195.7170521271956,26.375,8.0,8.666666666666666
58,107,9.842105263157897,5.473684210526316,0.6589393793341162,186.2230837350517,24.142857142857146,10.0,10.05
59,108,10.65,5.6,0.5548695748695749,192.26968233680682,24.0,8.0,9.789473684210526
60,110,8.5,5.5555555555555545,0.6775673400673401,171.0935218267992,21.5,8.5,10.055555555555557
61,111,10.3,5.5,0.554854034854035,226.4207169287816,24.375,7.0,7.0
62,112,8.5,5.75,0.6806167443667445,176.78032929604257,18.428571428571427,10.0,10.31578947368421
63,113,9.35,9.65,1.039512293262293,170.93600409966882,22.428571428571423,9.0,10.0
64,114,8.947368421052632,5.947368421052633,0.680823854508065,180.9701372342336,17.666666666666668,10.0,10.65
65,115,8.85,6.5,0.7219841269841271,152.23210064863443,22.16666666666667,9.5,9.944444444444443
66,116,9.05,5.05,0.6540843511064101,158.1807266366596,24.285714285714285,9.5,9.4
67,117,9.0,5.157894736842105,0.5682771906456118,172.74384311059552,26.42857142857143,9.0,9.210526315789474
68,118,8.0,4.85,0.6867018398268399,155.5536797156769,21.714285714285715,10.5,10.8
69,119,8.3,5.75,0.8268481518481519,182.87012479885112,23.25,8.0,8.578947368421053
70,120,8.85,6.8,0.8492117604617604,176.27252625548894,20.714285714285715,9.5,9.4
71,121,7.8,5.55,0.8458405483405486,196.07116418431892,20.714285714285715,8.0,8.722222222222221
72,123,8.526315789473685,3.6315789473684217,0.4600057836899943,169.24455857513615,22.0,9.0,9.31578947368421
73,124,7.36842105263158,5.157894736842105,0.7463032581453635,176.8957261546392,25.57142857142857,9.0,9.473684210526317
74,125,9.55,5.9,0.7071976063152532,183.3381895325922,27.25,8.5,8.277777777777779
75,126,11.05,5.55,0.5292712331528121,182.05517094022687,24.25,9.0,9.526315789473683
76,127,9.052631578947368,5.7368421052631575,0.7876394073762496,171.47863264964016,25.25,8.0,7.894736842105262
77,128,9.0,6.388888888888888,0.9336336503003172,159.58556649956088,24.285714285714285,8.0,7.894736842105262
78,130,11.2,4.75,0.454795809195964,194.78043208739362,25.5,6.0,7.7894736842105265
79,131,10.055555555555557,4.388888888888889,0.4381169756169757,220.40966608732296,23.285714285714285,7.5,7.388888888888888
80,141,9.5,5.3,0.5778571428571428,159.4744880386252,23.0,9.0,9.222222222222221
81,144,10.2,4.5,0.4525883838383837,177.47880152124213,22.5,12.0,11.473684210526313
82,145,8.0,7.9,1.1830501443001442,170.92985806587419,23.142857142857146,9.0,9.25
83,146,9.2,5.1,0.5801495726495725,164.59393287892013,23.285714285714285,9.0,9.8
84,147,8.95,10.7,1.2975117280380437,194.3544456958575,21.857142857142854,8.0,8.55
85,148,10.105263157894736,5.842105263157895,0.5849784718205772,158.0455626965026,16.833333333333332,10.5,11.2
86,149,8.5,7.0,1.5562652625152622,186.86950766921865,22.125,9.5,9.75
87,150,9.631578947368421,6.0,0.6831548568390673,149.1606057605343,21.625,13.5,11.9
88,152,8.315789473684209,5.368421052631579,0.6985586051375525,156.99749641124362,21.5,11.0,11.55
89,153,9.0,5.2,0.6037511100011099,187.62170757893887,19.166666666666668,8.0,8.631578947368421
90,154,9.631578947368421,5.63157894736842,0.6096801719092739,168.20364670236367,24.5,8.0,9.263157894736842
91,155,7.15,5.8,0.8495669934640523,203.24820173463985,23.42857142857143,8.5,8.85
92,156,9.25,5.2,0.6242993117993116,175.76683541065793,21.571428571428577,9.0,9.45
93,157,9.789473684210526,4.578947368421051,0.5449151725467514,162.31545689641212,24.875,9.0,9.210526315789474
94,158,9.764705882352944,6.705882352941178,0.7786576216939537,182.0459447176674,22.0,9.0,8.947368421052632
95,159,10.210526315789474,5.157894736842105,0.5510907951697425,154.9970169914699,26.0,9.0,9.210526315789474
96,160,10.75,5.95,0.5984598244892363,196.4391344495119,23.375,8.0,8.421052631578947
97,161,9.947368421052632,4.947368421052632,0.5197223828802776,170.29546889873163,24.625,8.0,8.0
98,162,9.947368421052632,5.315789473684211,0.5898593365698628,173.37185654520025,27.625,7.5,8.444444444444445
99,163,10.473684210526317,5.526315789473684,0.6626766879129596,206.66459675617062,26.625,6.0,6.894736842105262
100,164,11.31578947368421,6.7368421052631575,0.614643981749245,180.19564527343587,29.125,7.0,7.888888888888888
101,170,9.263157894736842,5.42105263157895,0.6271174731701048,211.09954084685447,19.285714285714285,8.0,9.0
102,173,8.894736842105264,5.473684210526316,0.6649131183573909,178.9995052550869,21.285714285714285,9.0,10.578947368421053
103,174,9.842105263157897,5.684210526315789,0.652692409929252,180.58741444030065,26.375,7.0,8.473684210526315
104,175,9.31578947368421,5.894736842105262,0.7042130384235649,156.86552772731952,20.428571428571427,8.0,9.631578947368421
105,176,8.55,5.7,0.934991740285858,170.44070879756032,25.0,10.0,11.05
106,179,9.0,5.5,0.6571383477633476,176.54688528893513,19.857142857142858,9.5,10.45
107,180,9.95,6.45,0.6677254689754689,185.39727385602814,27.0,7.5,7.4
108,181,10.15,5.5,0.6084366940249293,174.56199509189548,19.875,11.0,11.2
109,182,9.85,5.85,0.6180107392607391,183.54614787518216,22.875,7.5,8.05
